,ulica,numer,nr_lokalu,powierzchnia_uzyt,liczba_pokoi,piętro,lok_cena_brutto,cena_za_m2,srednia_budynek,srednia_cena_ulica,srednia_cena_dzielnica,near_100,near_300,near_500,dist_centrum,dzielnica,coordinates,rodzaj_rynku,data,rok
122,ODLEWNICZA,32,B_LOK,147.61,6.0,2.0,1540000,10433,12611,11682,16968,11438,12809,14330,3694,Dzielnica V Krowodrza,"(50.07061485107181, 19.889193437301433)",pierwotny,2024-06-27,2024
123,PŁASZOWSKA,59,1000_LOK,64.84,3.0,4.0,845000,13032,14287,14572,14979,14359,13361,14656,3497,Dzielnica XIII Podgórze,"(50.046207246126194, 19.981281361352934)",wtorny,2024-05-07,2024
124,SOŁTYSA DYTMARA,3,28_LOK,86.03,3.0,12.0,1270000,14762,16436,15716,14996,17779,15520,15015,3867,Dzielnica VI Bronowice,"(50.07948361878585, 19.892287841826658)",wtorny,2024-07-01,2024
125,ZABŁOCIE,24,14_LOK,28.69,1.0,2.0,582000,20286,18959,19789,14979,19298,19298,20597,2394,Dzielnica XIII Podgórze,"(50.050997494642786, 19.967776672905455)",wtorny,2024-03-13,2024
126,SOŁTYSOWSKA,10L,54_LOK,48.38,2.0,2.0,775000,16019,15681,15951,13985,16578,15525,14925,5524,Dzielnica XIV Czyżyny,"(50.06347348367317, 20.016241259988707)",wtorny,2024-03-06,2024
127,BAGROWA,21A,21A_52_LOK,48.63,3.0,4.0,626746,12888,13402,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",pierwotny,2024-01-30,2024
128,JANA KANTEGO FEDEROWICZA,21,1042_LOK,40.38,2.0,4.0,484560,12000,14453,14922,14775,15137,15401,15016,6794,Dzielnica VIII Dębniki,"(50.01374794178346, 19.880959056180068)",pierwotny,2025-09-24,2025
129,BAJECZNA,4,59_LOK,49.05,3.0,7.0,825000,16820,16801,17328,17770,14950,15309,15011,2769,Dzielnica II Grzegórzki,"(50.05682441284306, 19.97690649650115)",wtorny,2025-10-28,2025
130,ŚW. GERTRUDY,7,29_LOK,41.12,1.0,6.0,1294931,31492,26643,26331,19904,24859,22081,20297,494,Dzielnica I Stare Miasto,"(50.05783477815612, 19.94118477285518)",wtorny,2025-09-12,2025
131,PYCHOWICKA,13,12_LOK,41.16,2.0,1.0,629083,15284,15121,15373,14775,17534,17312,15050,3522,Dzielnica VIII Dębniki,"(50.033324429685265, 19.918385379840153)",pierwotny,2025-08-11,2025
132,REPUBLIKI KORCZAKOWSKIEJ,21,11_LOK,39.59,2.0,3.0,471121,11900,13225,13587,13627,15587,13985,13836,6797,Dzielnica XII Biezanow-Prokocim,"(50.01536367230654, 20.00035131378332)",pierwotny,2025-07-15,2025
133,JANA KANTEGO FEDEROWICZA,25,27_LOK,48.09,2.0,3.0,654000,13600,14854,14922,14775,15227,15402,15267,6853,Dzielnica VIII Dębniki,"(50.013690546077534, 19.879754941289313)",pierwotny,2025-07-21,2025
134,MAŁA GÓRA,8C,112_LOK,48.6,2.0,3.0,620000,12757,13374,13571,13627,12413,12678,13108,8085,Dzielnica XII Biezanow-Prokocim,"(50.015941940412276, 20.026390542294656)",wtorny,2025-07-03,2025
135,WACŁAWA LIPIŃSKIEGO,5,17_LOK,37.8,2.0,6.0,653000,17275,16442,15775,14775,13178,14521,14353,3811,Dzielnica VIII Dębniki,"(50.02905813204013, 19.924709805305493)",wtorny,2025-06-30,2025
136,FRANCISZKA WĘŻYKA,15,12_LOK,65.14,4.0,3.0,830000,12742,11782,13362,13985,14649,13314,13356,5606,Dzielnica XIV Czyżyny,"(50.072275023854154, 20.01580838599677)",wtorny,2025-06-05,2025
137,MIERZEJA WIŚLANA,6B,1039_LOK,52.79,3.0,4.0,847383,16052,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-06-11,2025
138,JANA SAS-ZUBRZYCKIEGO,9,63_LOK,36.0,2.0,10.0,570000,15833,13185,13310,13370,11739,13112,13085,5156,Dzielnica XI Podgórze Duchackie,"(50.01622754947618, 19.950113014104634)",wtorny,2025-05-30,2025
139,POR. HALSZKI,13,11_LOK,61.4,4.0,1.0,695000,11319,12003,13128,13370,13968,13698,13281,5703,Dzielnica XI Podgórze Duchackie,"(50.01144498474719, 19.95199814031251)",wtorny,2025-06-12,2025
140,PLAC JULIUSZA KOSSAKA,5,16_LOK,65.11,3.0,3.0,1800000,27646,25450,19457,19904,15807,17897,19600,979,Dzielnica I Stare Miasto,"(50.056960180446694, 19.927941442538437)",wtorny,2025-06-17,2025
141,BONEROWSKA,8,1001_LOK,34.05,1.0,1.0,558780,16411,23232,22613,19904,20424,19794,18991,632,Dzielnica I Stare Miasto,"(50.05924213525485, 19.946751133982616)",wtorny,2024-05-16,2024
142,ŚWIĘTOKRZYSKA,14,66_LOK,28.96,1.0,11.0,679000,23446,20488,19945,16968,17044,16464,15827,1659,Dzielnica V Krowodrza,"(50.07557452825814, 19.929204867788595)",wtorny,2024-05-28,2024
143,LUCJANA RYDLA,6,8_LOK,34.92,2.0,,530000,15178,15117,14993,14996,14397,15005,15224,3149,Dzielnica VI Bronowice,"(50.07562014585116, 19.90042308102919)",wtorny,2024-04-19,2024
144,LUBELSKA,5,15b_LOK,17.41,1.0,4.0,300000,17231,19262,18599,16968,16049,16334,16615,1431,Dzielnica V Krowodrza,"(50.073673417190285, 19.930434447969688)",wtorny,2024-05-20,2024
145,KAROLA CHODKIEWICZA,7,19_LOK,57.9,4.0,2.0,960000,16580,16977,24236,17770,14503,18655,17990,1166,Dzielnica II Grzegórzki,"(50.057826182706584, 19.953976884800593)",wtorny,2024-04-09,2024
146,KAZIMIERZA WIELKIEGO,144,27_LOK,51.67,3.0,5.0,820000,15870,15746,15839,16968,15746,14803,15349,2456,Dzielnica V Krowodrza,"(50.07471278228421, 19.910924861092756)",wtorny,2024-04-03,2024
147,ROMANA CIESIELSKIEGO,6A,51_LOK,57.39,3.0,3.0,605432,10549,11263,11933,13985,15400,15580,15012,5222,Dzielnica XIV Czyżyny,"(50.061529517065594, 20.012056512619566)",pierwotny,2024-03-08,2024
148,DĄBSKA,24,3_LOK,70.61,4.0,1.0,1400000,19827,20133,18757,17770,20142,18418,18831,3440,Dzielnica II Grzegórzki,"(50.06717408802577, 19.986497893610824)",wtorny,2024-04-24,2024
149,ROMANA CIESIELSKIEGO,6A,26_LOK,31.84,1.0,2.0,356595,11200,11263,11933,13985,15400,15580,15012,5222,Dzielnica XIV Czyżyny,"(50.061529517065594, 20.012056512619566)",pierwotny,2024-04-25,2024
150,PŁK. PIL. STEFANA ŁASZKIEWICZA,8B,44_LOK,46.81,2.0,11.0,641288,13700,12849,12807,14766,18126,16300,17036,2948,Dzielnica III Prądnik Czerwony,"(50.06905351082845, 19.97882971056937)",pierwotny,2024-02-07,2024
151,SOŁTYSOWSKA,12E,61_LOK,66.93,3.0,4.0,869500,12991,14297,15951,13985,15051,15884,15219,5641,Dzielnica XIV Czyżyny,"(50.06321322507184, 20.017896357520883)",wtorny,2024-03-18,2024
152,SĄDOWA,1,56_LOK,48.52,3.0,1.0,590000,12160,15086,16428,17770,13662,16290,17884,1884,Dzielnica II Grzegórzki,"(50.062512416966406, 19.96540471350064)",wtorny,2024-03-12,2024
153,STANISŁAWA LEMA,15C,15C_20_LOK,29.94,1.0,3.0,645000,21543,19824,15875,17770,20299,20527,18584,3704,Dzielnica II Grzegórzki,"(50.06626842691786, 19.990435229260267)",wtorny,2024-03-12,2024
154,MACIEJA DĘBSKIEGO,21B,3_LOK,45.93,2.0,2.0,610000,13281,13501,13365,12922,14084,13560,13360,8521,Dzielnica X Swoszowice,"(49.988128973493815, 19.90766723416126)",wtorny,2024-01-30,2024
155,SKŁADOWA,16,24_LOK,43.97,2.0,3.0,703319,15995,13773,16327,16968,15001,15321,16316,2040,Dzielnica V Krowodrza,"(50.07961225571195, 19.93070704864147)",pierwotny,2024-01-24,2024
156,GABRIELI ZAPOLSKIEJ,21,45_LOK,44.3,2.0,4.0,967004,21829,22057,17547,14996,13307,14730,15174,3539,Dzielnica VI Bronowice,"(50.078319536789465, 19.896536575570494)",pierwotny,2026-02-05,2026
157,KAROLA BUNSCHA,14A,34_LOK,75.06,3.0,4.0,873600,11639,14636,14841,14775,15639,15457,15329,6469,Dzielnica VIII Dębniki,"(50.01561530721776, 19.88465463297444)",pierwotny,2025-12-23,2025
158,,5,147_LOK,40.57,2.0,8.0,909000,22406,18876,16098,14979,18876,19589,18963,2289,Dzielnica XIII Podgórze,"(50.048751542716396, 19.963478808192928)",wtorny,2025-12-12,2025
159,DO WILGI,2,32_LOK,56.45,3.0,3.0,1060264,18782,17814,17476,14142,17814,15220,14083,4433,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.02244001783547, 19.932112348922942)",pierwotny,2025-10-31,2025
160,MYŚLIWSKA,66C,105_LOK,44.03,3.0,2.0,620797,14099,13681,13300,14979,13581,13959,14468,4438,Dzielnica XIII Podgórze,"(50.04668724351941, 19.996306416436592)",pierwotny,2025-10-30,2025
161,KOMUNY PARYSKIEJ,58,M25_LOK,78.32,4.0,3.0,1150000,14683,15106,14623,14775,14412,13737,13990,7568,Dzielnica VIII Dębniki,"(50.001730094947995, 19.890111973474184)",wtorny,2025-05-16,2025
162,ROMANA CIESIELSKIEGO,8A,45_LOK,52.66,3.0,4.0,579249,11000,12331,11933,13985,12331,15695,15020,5327,Dzielnica XIV Czyżyny,"(50.06175825755868, 20.013519298297133)",pierwotny,2025-03-26,2025
163,STAROWIŚLNA,45,11_LOK,97.9,4.0,3.0,2400000,24515,22978,16701,19904,15788,17888,18550,974,Dzielnica I Stare Miasto,"(50.054859058374866, 19.94680765080507)",wtorny,2025-04-10,2025
164,OSIEDLE AVIA,3,61_LOK,60.28,4.0,2.0,860000,14267,15727,15896,13985,15486,15578,15898,5059,Dzielnica XIV Czyżyny,"(50.080259888120366, 20.003890420169284)",wtorny,2025-04-14,2025
165,DŁUGA,31,3_LOK,86.67,5.0,2.0,1240419,14312,14765,20861,19904,17673,17908,18082,847,Dzielnica I Stare Miasto,"(50.06964574446518, 19.937824184637837)",wtorny,2025-04-09,2025
166,MOGILSKA,130,146_LOK,42.8,1.0,4.0,684800,16000,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-02-27,2025
167,DĄBSKA,26,18_LOK,62.15,4.0,3.0,1390000,22365,17729,18757,17770,19819,18348,18892,3489,Dzielnica II Grzegórzki,"(50.06780171685241, 19.98701518653383)",wtorny,2025-04-08,2025
168,MIERZEJA WIŚLANA,6B,26_LOK,41.69,2.0,7.0,671122,16098,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-03-11,2025
169,MYŚLIWSKA,66E,4_LOK,55.04,3.0,2.0,743040,13500,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-02-04,2025
170,MYŚLIWSKA,66E,68_LOK,63.38,4.0,5.0,811206,12799,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-02-06,2025
171,KOSZYKARSKA,31A,60_LOK,44.65,2.0,4.0,650000,14558,14165,15157,14979,15952,14151,14546,3923,Dzielnica XIII Podgórze,"(50.049516264110935, 19.990308645153426)",wtorny,2025-02-26,2025
172,PÓŁŁANKI,33FB,1036_LOK,36.13,1.0,1.0,361395,10003,10978,11099,14979,10978,10978,10978,7822,Dzielnica XIII Podgórze,"(50.04000907081704, 20.04285331495477)",pierwotny,2024-12-27,2024
173,MIERZEJA WIŚLANA,6C,1095_LOK,42.21,2.0,6.0,710705,16837,16152,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-01-07,2025
174,WROCŁAWSKA,53C,51_LOK,80.45,4.0,8.0,2050000,25482,19672,19264,16968,20126,18023,17119,2313,Dzielnica V Krowodrza,"(50.08012253863805, 19.92301969694837)",wtorny,2024-11-25,2024
175,SKŁADOWA,16,9_LOK,43.83,2.0,2.0,524922,11976,13773,16327,16968,15001,15321,16316,2040,Dzielnica V Krowodrza,"(50.07961225571195, 19.93070704864147)",pierwotny,2024-01-22,2024
176,MIERZEJA WIŚLANA,6,41_LOK,53.67,3.0,3.0,809456,15082,16289,15954,14979,13916,16408,16562,5371,Dzielnica XIII Podgórze,"(50.036077735592826, 20.002336420494622)",pierwotny,2025-11-14,2025
177,SOŁTYSOWSKA,37C,43_LOK,52.1,3.0,3.0,800000,15355,16762,15951,13985,16762,15284,15316,6036,Dzielnica XIV Czyżyny,"(50.06241924104805, 20.023426771960555)",wtorny,2026-01-21,2026
178,JANA KANTEGO FEDEROWICZA,21,1027_LOK,42.55,2.0,3.0,660000,15511,14453,14922,14775,15137,15401,15016,6794,Dzielnica VIII Dębniki,"(50.01374794178346, 19.880959056180068)",pierwotny,2025-11-26,2025
179,MIERZEJA WIŚLANA,6,74_LOK,52.39,3.0,5.0,1049600,20034,16289,15954,14979,13916,16408,16562,5371,Dzielnica XIII Podgórze,"(50.036077735592826, 20.002336420494622)",wtorny,2025-12-30,2025
180,DO WILGI,2A,1012_LOK,45.58,2.0,3.0,731806,16055,17145,17476,14142,17145,15220,14083,4433,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.02244001783547, 19.932112348922942)",pierwotny,2025-11-05,2025
181,PRZEWÓZ,32D,29_LOK,49.44,3.0,8.0,600000,12136,14424,15072,14979,17494,14915,14894,4427,Dzielnica XIII Podgórze,"(50.043157303512054, 19.993524017404596)",wtorny,2025-12-30,2025
182,WITA STWOSZA,24,7_LOK,28.86,1.0,1.0,619582,21469,19799,20320,19904,20939,22068,22554,1405,Dzielnica I Stare Miasto,"(50.07264679850045, 19.949814895423348)",pierwotny,2025-12-01,2025
183,HENRYKA SIEMIRADZKIEGO,3,14_LOK,31.94,1.0,,475000,14872,16549,15775,19904,16518,17112,17322,952,Dzielnica I Stare Miasto,"(50.069308135333905, 19.931961522354065)",wtorny,2025-05-14,2025
184,MIERZEJA WIŚLANA,6C,1064_LOK,52.82,3.0,6.0,820259,15529,16152,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-05-15,2025
185,BIEŃCZYCKA,15B,104_LOK,49.77,2.0,2.0,744500,14959,15556,15775,13486,16629,15894,14526,6129,Dzielnica XVI Bieńczyce,"(50.077226022642975, 20.021438596446792)",wtorny,2025-04-22,2025
186,MIERZEJA WIŚLANA,6C,1033_LOK,39.99,2.0,5.0,660986,16529,16152,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-04-11,2025
187,MOGILSKA,130,68_LOK,54.75,3.0,5.0,821250,15000,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-03-10,2025
188,KS. STEFANA PAWLICKIEGO,2A,15_LOK,79.14,4.0,2.0,1530000,19333,18853,16814,14775,18853,18853,17743,2393,Dzielnica VIII Dębniki,"(50.044660434192146, 19.91939631868109)",wtorny,2025-04-10,2025
189,KAROLA BUNSCHA,14B,38_LOK,52.43,2.0,4.0,793195,15129,14600,14841,14775,13844,14871,15160,6520,Dzielnica VIII Dębniki,"(50.01549272926464, 19.883727545196912)",wtorny,2025-02-21,2025
190,Al. JULIUSZA SŁOWACKIEGO,34,5_LOK,91.62,5.0,3.0,1100000,12006,13660,15289,16968,16967,16347,16817,1307,Dzielnica V Krowodrza,"(50.07248324342771, 19.930595501348)",wtorny,2025-02-20,2025
191,ADAMA BOCHENKA,14B,59_LOK,47.46,3.0,9.0,659675,13900,12522,12959,13370,15005,14910,14235,6294,Dzielnica XI Podgórze Duchackie,"(50.01107743190012, 19.977287619956538)",pierwotny,2025-01-21,2025
192,MYŚLIWSKA,66E,9_LOK,46.45,3.0,3.0,553166,11909,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-01-21,2025
193,MIERZEJA WIŚLANA,6B,1_LOK,42.21,2.0,1.0,650377,15408,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-01-16,2025
194,MIERZEJA WIŚLANA,6C,1052_LOK,28.88,1.0,3.0,485064,16796,16152,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2024-12-20,2024
195,RAKOWICKA,20L,271_LOK,49.01,2.0,4.0,757073,15447,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
196,RAKOWICKA,20L,277_LOK,50.42,1.0,4.0,790086,15670,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
197,NA BŁONIE,25A,7_LOK,59.76,4.0,3.0,890000,14893,14927,14962,14996,14927,16599,16011,4521,Dzielnica VI Bronowice,"(50.07638940074712, 19.879932212466972)",wtorny,2025-01-13,2025
198,DĄBSKA,18I,13_LOK,39.14,2.0,2.0,752000,19213,21165,18757,17770,18731,17963,17709,3217,Dzielnica II Grzegórzki,"(50.06887116879637, 19.982783468798466)",wtorny,2024-12-16,2024
199,BISKUPIA,8,4_LOK,141.3,5.0,2.0,3000000,21231,20789,19065,19904,17142,18450,17757,688,Dzielnica I Stare Miasto,"(50.067634490966746, 19.934876715781527)",wtorny,2024-12-19,2024
200,RAKOWICKA,20L,417_LOK,46.86,2.0,3.0,728165,15539,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-24,2024
201,RAKOWICKA,20L,435_LOK,45.12,2.0,5.0,724646,16060,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-24,2024
202,POZNAŃSKA,11,149_LOK,55.72,3.0,5.0,890000,15973,18452,17655,16968,17964,18838,16751,2288,Dzielnica V Krowodrza,"(50.080601519740995, 19.925168313449728)",wtorny,2024-11-28,2024
203,OBOZOWA,54B,6_LOK,41.14,2.0,1.0,440198,10700,12585,13357,14142,13571,13934,13719,5665,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.014721021323, 19.909796080124195)",pierwotny,2024-10-18,2024
204,OBOZOWA,54A,11_LOK,54.03,3.0,2.0,699094,12939,13508,13357,14142,14191,14000,13799,5654,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01497281913104, 19.90925346811839)",pierwotny,2024-10-16,2024
205,JANUSZA MEISSNERA,33,56_LOK,42.79,3.0,8.0,580000,13555,15877,15845,14766,15877,17042,17066,3294,Dzielnica III Prądnik Czerwony,"(50.07229939944076, 19.98228444429079)",wtorny,2024-10-05,2024
206,CENTRALNA,51,10_LOK,46.38,3.0,3.0,482094,10394,11065,11351,13985,10591,14574,15533,5133,Dzielnica XIV Czyżyny,"(50.06406062645832, 20.010747028932222)",pierwotny,2024-09-20,2024
207,GRZEGÓRZECKA,79,31_LOK,57.92,3.0,5.0,862694,14895,16322,17583,17770,16813,17489,18125,2173,Dzielnica II Grzegórzki,"(50.057843544179114, 19.968730672727208)",pierwotny,2024-09-13,2024
208,OBOZOWA,54B,22_LOK,34.6,1.0,4.0,758520,21923,12585,13357,14142,13571,13934,13719,5665,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.014721021323, 19.909796080124195)",pierwotny,2024-09-19,2024
209,PAULIŃSKA,18,101_LOK,18.7,1.0,1.0,380000,20321,19043,17427,19904,17071,18404,19251,1347,Dzielnica I Stare Miasto,"(50.049954756616806, 19.939564948691324)",wtorny,2024-09-06,2024
210,OBOZOWA,54A,34_LOK,57.34,3.0,1.0,733952,12800,13508,13357,14142,14191,14000,13799,5654,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01497281913104, 19.90925346811839)",pierwotny,2024-09-11,2024
211,OBOZOWA,54,6_LOK,39.26,2.0,2.0,504425,12848,13113,13357,14142,14928,14004,13753,5630,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01546398469348, 19.908268294033224)",pierwotny,2024-09-10,2024
212,BIEŻANOWSKA,122A,10_LOK,48.53,2.0,3.0,618000,12734,14621,13686,13627,14397,13672,14520,6588,Dzielnica XII Biezanow-Prokocim,"(50.021412433028594, 20.006048508799257)",wtorny,2024-08-27,2024
213,GRZEGÓRZECKA,69E,16_LOK,41.21,2.0,2.0,597545,14500,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-08-05,2024
214,PYCHOWICKA,3B,104_LOK,31.72,1.0,6.0,561444,17700,15452,15373,14775,17478,17306,16032,3427,Dzielnica VIII Dębniki,"(50.033881203766974, 19.919671671634653)",pierwotny,2024-07-25,2024
215,EMAUS,14,8_LOK,37.69,3.0,3.0,400000,10613,10613,16880,18963,15895,17847,17857,2040,Dzielnica VII Zwierzyniec,"(50.05446201872982, 19.91312944987647)",wtorny,2024-03-20,2024
216,GRZEGÓRZECKA,69E,80_LOK,38.8,1.0,6.0,659600,17000,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-07-16,2024
217,OSIEDLE SŁONECZNE,14,31_LOK,47.43,3.0,4.0,580000,12229,12433,13355,12842,11770,12945,12972,7489,Dzielnica XVIII Nowa Huta,"(50.07843755398103, 20.040611951056228)",wtorny,2024-07-08,2024
218,JULIUSZA LEA,210b,16_LOK,51.33,2.0,3.0,894000,17417,16610,16256,14996,12922,12578,13587,3554,Dzielnica VI Bronowice,"(50.07252505265085, 19.89214679794635)",wtorny,2024-07-15,2024
219,SASKA,12C,12C_7_LOK,45.19,2.0,2.0,715000,15822,11962,12402,14979,18103,16938,17845,4116,Dzielnica XIII Podgórze,"(50.038812828398264, 19.98382643856521)",wtorny,2024-05-07,2024
220,ERAZMA JERZMANOWSKIEGO,37,92_LOK,36.62,2.0,5.0,523666,14300,12421,12542,13627,12421,13431,14085,7630,Dzielnica XII Biezanow-Prokocim,"(50.011047990710395, 20.010375302964125)",pierwotny,2024-06-21,2024
221,POR. HALSZKI,3,39_LOK,49.3,3.0,5.0,585000,11866,12367,13128,13370,13968,13098,13349,5588,Dzielnica XI Podgórze Duchackie,"(50.01246065358303, 19.95168896554027)",wtorny,2024-06-12,2024
222,TADEUSZA KOŚCIUSZKI,22,A12_LOK,51.63,2.0,1.0,1282000,24831,22323,22461,18963,33929,19303,18315,1345,Dzielnica VII Zwierzyniec,"(50.05394147952174, 19.92515650595367)",pierwotny,2025-11-12,2025
223,MYŚLIWSKA,66D,83_LOK,42.03,2.0,4.0,590510,14050,13643,13300,14979,14151,13955,14512,4418,Dzielnica XIII Podgórze,"(50.04723661971507, 19.996358984908376)",pierwotny,2025-10-21,2025
224,MIERZEJA WIŚLANA,6,74_LOK,52.39,3.0,5.0,809318,15448,16289,15954,14979,13916,16408,16562,5371,Dzielnica XIII Podgórze,"(50.036077735592826, 20.002336420494622)",pierwotny,2025-09-22,2025
225,KSIĘDZA WOJCIECHA KARABUŁY,14,8_LOK,114.84,4.0,2.0,1852000,16127,15465,14804,14142,15465,14168,13359,5502,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01549822066627, 19.913051718766393)",wtorny,2025-10-17,2025
226,IGNACEGO KRASICKIEGO,22,9A_LOK,17.02,1.0,3.0,395000,23208,18482,17990,14979,16627,18162,17824,2265,Dzielnica XIII Podgórze,"(50.04170479556846, 19.940390653240552)",wtorny,2025-10-03,2025
227,Al. ZYGMUNTA KRASIŃSKIEGO,9,35_LOK,32.38,2.0,6.0,610000,18839,17427,15470,19904,20023,18168,19444,1030,Dzielnica I Stare Miasto,"(50.057090566604835, 19.926946808070888)",wtorny,2025-08-29,2025
228,MACIEJA DĘBSKIEGO,50,5_LOK,46.15,2.0,3.0,550000,11918,12252,13365,12922,13111,13256,13213,8511,Dzielnica X Swoszowice,"(49.98874622230934, 19.904851635329276)",wtorny,2025-08-22,2025
229,TORFOWA,3,2_LOK,57.8,3.0,2.0,607000,10502,10770,12773,14775,12738,13442,14052,5350,Dzielnica VIII Dębniki,"(50.01865581500073, 19.9068102780287)",wtorny,2025-08-19,2025
230,ŚLICZNA,32,37_LOK,55.64,3.0,5.0,910000,16355,16248,16115,14766,16233,16226,15513,2887,Dzielnica III Prądnik Czerwony,"(50.07407120778124, 19.974857194487956)",wtorny,2025-07-07,2025
231,PODŁĄCZE,40,3_LOK,94.31,4.0,1.0,1625000,17230,16822,17893,18963,16822,15031,16211,4460,Dzielnica VII Zwierzyniec,"(50.06788055056793, 19.87740511466912)",wtorny,2025-07-23,2025
232,OBOŹNA,11B,21_LOK,72.82,3.0,3.0,1095000,15037,13377,14805,16968,14917,16185,16614,1892,Dzielnica V Krowodrza,"(50.077644242157874, 19.928417885816337)",pierwotny,2024-06-04,2024
233,TADEUSZA KOŚCIUSZKI,22,62_LOK,90.0,4.0,2.0,2172000,24133,22323,22461,18963,33929,19303,18315,1345,Dzielnica VII Zwierzyniec,"(50.05394147952174, 19.92515650595367)",pierwotny,2024-05-16,2024
234,PŁK. PIL. STEFANA ŁASZKIEWICZA,8B,99_LOK,30.44,1.0,9.0,453546,14900,12849,12807,14766,18126,16300,17036,2948,Dzielnica III Prądnik Czerwony,"(50.06905351082845, 19.97882971056937)",pierwotny,2024-01-22,2024
235,BAGROWA,21,21_27_LOK,29.12,1.0,2.0,425000,14595,13648,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",wtorny,2024-02-17,2024
236,PRZEWÓZ,44,19_LOK,55.53,3.0,3.0,800000,14407,13403,15072,14979,16019,15126,15551,4828,Dzielnica XIII Podgórze,"(50.04070391229032, 19.997809474580155)",wtorny,2024-01-11,2024
237,NOWOHUCKA,46,131_LOK,47.3,2.0,5.0,850000,17970,17646,15816,13985,17646,17646,14675,4512,Dzielnica XIV Czyżyny,"(50.06013587832635, 20.0020544479319)",wtorny,2026-01-21,2026
