,ulica,numer,nr_lokalu,powierzchnia_uzyt,liczba_pokoi,piętro,lok_cena_brutto,cena_za_m2,srednia_budynek,srednia_cena_ulica,srednia_cena_dzielnica,near_100,near_300,near_500,dist_centrum,dzielnica,coordinates,rodzaj_rynku,data,rok
11037,DOMINIKANÓW,28,44_LOK,49.71,3.0,4.0,800000,16093,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-08-07,2025
11038,JANA KACZARY,9,65_LOK,29.27,1.0,1.0,455000,15545,15613,16263,14766,16188,14898,14187,3180,Dzielnica III Prądnik Czerwony,"(50.08582551598931, 19.963838548354648)",wtorny,2025-06-04,2025
11039,DOBREGO PASTERZA,44,2_LOK,67.35,3.0,2.0,906000,13452,14018,15082,14766,14840,14947,14478,3345,Dzielnica III Prądnik Czerwony,"(50.08777418629077, 19.963386955566367)",pierwotny,2025-06-26,2025
11040,JANA KACZARY,9,77_LOK,29.27,1.0,3.0,459000,15682,15613,16263,14766,16188,14898,14187,3180,Dzielnica III Prądnik Czerwony,"(50.08582551598931, 19.963838548354648)",wtorny,2024-04-16,2024
11041,CELAROWSKA,22,115_LOK,36.24,3.0,4.0,515000,14211,14593,13834,14766,13522,13760,13927,2671,Dzielnica III Prądnik Czerwony,"(50.08339832373035, 19.956262236679425)",wtorny,2024-09-11,2024
11042,DOMINIKANÓW,28,22_LOK,47.0,3.0,2.0,772000,16426,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-08-08,2025
11043,LUBLAŃSKA,13,96_LOK,40.16,2.0,2.0,427350,10641,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",pierwotny,2024-01-02,2024
11044,DOMINIKANÓW,28,13_LOK,51.6,3.0,2.0,854000,16550,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-07-31,2025
11045,LUBLAŃSKA,13,67_LOK,44.93,2.0,5.0,835000,18584,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-07-01,2024
11046,KS. JÓZEFA MEIERA,16E,211_LOK,69.63,4.0,3.0,1169000,16789,15618,14717,14332,13849,13947,13874,4555,Dzielnica IV Prądnik Biały,"(50.09978253523906, 19.963965712014105)",wtorny,2025-01-28,2025
11047,STEFANA BANACHA,10A,25_LOK,37.48,2.0,3.0,555000,14808,11794,14478,14332,10600,15243,14438,4892,Dzielnica IV Prądnik Biały,"(50.10352670105463, 19.962011469679236)",wtorny,2025-02-19,2025
11048,STEFANA BANACHA,10A,21_LOK,50.59,3.0,2.0,716000,14153,11794,14478,14332,10600,15243,14438,4892,Dzielnica IV Prądnik Biały,"(50.10352670105463, 19.962011469679236)",wtorny,2025-07-01,2025
11049,OSIEDLE KALINOWE,23,91_LOK,23.86,2.0,5.0,349000,14627,14183,12907,13486,10858,12865,12854,6274,Dzielnica XVI Bieńczyce,"(50.09234707555311, 20.013098385627423)",wtorny,2024-01-17,2024
11050,REDUTA,40D,4_LOK,45.44,3.0,1.0,556640,12250,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-06-05,2024
11051,OSIEDLE PIASTÓW,17,47_LOK,28.5,2.0,1.0,379000,13298,12175,13789,13368,10207,12841,13676,6998,Dzielnica XV Mistrzejowice,"(50.098489770935096, 20.018876532717545)",wtorny,2025-05-09,2025
11052,MARIANA SŁONECKIEGO,4,6_LOK,33.21,1.0,2.0,529000,15929,15110,14238,14766,15110,15039,13820,4138,Dzielnica III Prądnik Czerwony,"(50.09032037838587, 19.976753361766864)",wtorny,2024-01-09,2024
11053,FRANCISZKA BOHOMOLCA,13,53_LOK,34.83,2.0,7.0,513177,14734,14236,14910,14766,14236,14475,14727,4730,Dzielnica III Prądnik Czerwony,"(50.0913600753214, 19.987045213948473)",pierwotny,2024-12-10,2024
11054,MARCHOŁTA,3,M108_LOK,45.59,2.0,3.0,700000,15354,16070,15063,14766,14689,13986,14430,4468,Dzielnica III Prądnik Czerwony,"(50.09238825136173, 19.980090394467947)",wtorny,2024-01-15,2024
11055,REDUTA,40,30_LOK,66.11,3.0,1.0,850000,12857,13493,14789,14766,14097,15052,15008,4854,Dzielnica III Prądnik Czerwony,"(50.0945344387116, 19.98445030021937)",wtorny,2024-10-07,2024
11056,REDUTA,40E,20_LOK,74.08,5.0,6.0,1203800,16250,14764,14789,14766,14277,15037,15001,4898,Dzielnica III Prądnik Czerwony,"(50.09529621366665, 19.984051385490275)",pierwotny,2024-05-06,2024
11057,REDUTA,40D,12_LOK,54.68,3.0,2.0,703732,12870,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-04-30,2024
11058,OSIEDLE PIASTÓW,15,97_LOK,47.41,4.0,3.0,605000,12761,12261,13789,13368,15591,12495,12933,6848,Dzielnica XV Mistrzejowice,"(50.097734638361274, 20.017137728979204)",wtorny,2024-08-26,2024
11059,OSIEDLE NA LOTNISKU,19,11_LOK,36.01,3.0,3.0,474000,13163,14485,13241,13486,12820,13035,12907,6251,Dzielnica XVI Bieńczyce,"(50.08682047373883, 20.01753721195271)",wtorny,2024-03-26,2024
11060,OSIEDLE DYWIZJONU 303,22D,2_LOK,45.53,2.0,3.0,713300,15667,13711,15039,13985,13787,13882,13078,5471,Dzielnica XIV Czyżyny,"(50.08641906315123, 20.005533120746342)",pierwotny,2024-08-01,2024
11061,REDUTA,30,1_LOK,53.22,2.0,-1.0,820000,15408,15194,14789,14766,15195,14340,14626,4731,Dzielnica III Prądnik Czerwony,"(50.09436953316048, 19.982141244540333)",wtorny,2024-07-24,2024
11062,REDUTA,9B,1_LOK,33.68,1.0,1.0,600000,17815,17582,14789,14766,13154,12773,13673,4591,Dzielnica III Prądnik Czerwony,"(50.09549879935199, 19.97676012185674)",wtorny,2025-08-08,2025
11063,REDUTA,40D,11_LOK,45.53,3.0,2.0,637420,14000,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-05-13,2024
11064,OSIEDLE PIASTÓW,15,35_LOK,28.91,2.0,2.0,340000,11761,12261,13789,13368,15591,12495,12933,6848,Dzielnica XV Mistrzejowice,"(50.097734638361274, 20.017137728979204)",wtorny,2025-01-31,2025
11065,FRANCISZKA BOHOMOLCA,13,14_LOK,53.15,3.0,3.0,702768,13222,14236,14910,14766,14236,14475,14727,4730,Dzielnica III Prądnik Czerwony,"(50.0913600753214, 19.987045213948473)",pierwotny,2025-02-18,2025
11066,FRANCISZKA BOHOMOLCA,13,55_LOK,84.68,4.0,1.0,1121208,13241,14236,14910,14766,14236,14475,14727,4730,Dzielnica III Prądnik Czerwony,"(50.0913600753214, 19.987045213948473)",pierwotny,2024-12-03,2024
11067,OSIEDLE NA LOTNISKU,9,64_LOK,38.07,3.0,1.0,450000,11820,11969,13241,13486,13203,12856,12557,6101,Dzielnica XVI Bieńczyce,"(50.0864962679423, 20.015449716462193)",wtorny,2024-10-09,2024
11068,OSIEDLE NA LOTNISKU,18,1000_LOK,44.31,3.0,5.0,575000,12977,12998,13241,13486,13110,12726,12630,6181,Dzielnica XVI Bieńczyce,"(50.087045774512305, 20.01627377116754)",wtorny,2025-08-13,2025
11069,OSIEDLE JÓZEFA STRUSIA,18,114_LOK,43.41,3.0,6.0,575000,13246,12775,12090,13486,12775,12446,12800,5832,Dzielnica XVI Bieńczyce,"(50.08892812929792, 20.009112739334963)",wtorny,2024-05-27,2024
11070,DOBREGO PASTERZA,118D,M32_LOK,26.57,1.0,6.0,545000,20512,16518,15082,14766,16315,15496,14494,3990,Dzielnica III Prądnik Czerwony,"(50.08877958125461, 19.976331771973985)",wtorny,2024-11-15,2024
11071,REDUTA,40D,9_LOK,53.06,3.0,2.0,742840,14000,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-04-29,2024
11072,REDUTA,40D,10_LOK,60.02,3.0,2.0,862487,14370,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-05-16,2024
11073,REDUTA,25,24_LOK,66.72,3.0,4.0,930000,13939,14214,14789,14766,14628,14620,14621,4714,Dzielnica III Prądnik Czerwony,"(50.09398094545271, 19.982472181388193)",wtorny,2024-10-29,2024
11074,OSIEDLE KALINOWE,8,64_LOK,39.35,3.0,2.0,527100,13395,12048,12907,13486,13285,12773,12783,6315,Dzielnica XVI Bieńczyce,"(50.09072840967124, 20.01529699326401)",wtorny,2024-09-23,2024
11075,OSIEDLE NA LOTNISKU,19,64_LOK,50.43,4.0,5.0,735000,14575,14485,13241,13486,12820,13035,12907,6251,Dzielnica XVI Bieńczyce,"(50.08682047373883, 20.01753721195271)",wtorny,2025-08-19,2025
11076,OSIEDLE KALINOWE,22,84_LOK,35.9,3.0,5.0,360000,10028,13901,12907,13486,14164,13283,13027,6212,Dzielnica XVI Bieńczyce,"(50.09196884563861, 20.012448764107692)",wtorny,2025-05-29,2025
11077,OSIEDLE OŚWIECENIA,58,73_LOK,30.79,2.0,2.0,528000,17148,15148,14557,13368,14321,15161,14830,5060,Dzielnica XV Mistrzejowice,"(50.094253747621465, 19.989104804418613)",wtorny,2025-03-21,2025
11078,REDUTA,28,29_LOK,35.88,2.0,4.0,597500,16653,14981,14789,14766,15426,14233,14616,4719,Dzielnica III Prądnik Czerwony,"(50.094514986418766, 19.981619610978182)",wtorny,2025-04-01,2025
11079,OSIEDLE NA LOTNISKU,19,31_LOK,35.95,3.0,8.0,565000,15716,14485,13241,13486,12820,13035,12907,6251,Dzielnica XVI Bieńczyce,"(50.08682047373883, 20.01753721195271)",wtorny,2024-11-21,2024
11080,OSIEDLE KALINOWE,20,55_LOK,23.63,2.0,3.0,340000,14388,13744,12907,13486,15629,12742,12392,6089,Dzielnica XVI Bieńczyce,"(50.09122990182023, 20.011137264569257)",wtorny,2025-05-30,2025
11081,REDUTA,40D,14_LOK,75.18,4.0,2.0,1150254,15300,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-06-10,2024
11082,OSIEDLE WYSOKIE,11,1_LOK,56.05,4.0,2.0,665000,11864,12405,12271,13486,13556,13306,13114,6473,Dzielnica XVI Bieńczyce,"(50.0897714310493, 20.018662642853755)",wtorny,2024-05-07,2024
11083,OSIEDLE OŚWIECENIA,58,59_LOK,26.15,1.0,3.0,415000,15870,15148,14557,13368,14321,15161,14830,5060,Dzielnica XV Mistrzejowice,"(50.094253747621465, 19.989104804418613)",wtorny,2025-09-03,2025
11084,OSIEDLE OŚWIECENIA,56,85_LOK,57.04,3.0,11.0,840000,14727,14464,14557,13368,14321,14597,14835,5224,Dzielnica XV Mistrzejowice,"(50.09464693166748, 19.9917084936297)",wtorny,2025-11-21,2025
11085,OSIEDLE BOHATERÓW WRZEŚNIA,1J,138_LOK,46.57,3.0,8.0,775000,16642,15128,13009,13368,15128,12562,13035,6220,Dzielnica XV Mistrzejowice,"(50.09462939042969, 20.009800557718588)",wtorny,2025-01-22,2025
11086,FRANCISZKA BOHOMOLCA,13,62_LOK,53.57,3.0,2.0,729912,13625,14236,14910,14766,14236,14475,14727,4730,Dzielnica III Prądnik Czerwony,"(50.0913600753214, 19.987045213948473)",pierwotny,2025-01-03,2025
11087,OSIEDLE KAZIMIERZOWSKIE,32,74_LOK,35.72,2.0,4.0,438000,12262,12670,12784,13486,12467,13303,13191,6430,Dzielnica XVI Bieńczyce,"(50.08611288961464, 20.020819462727825)",wtorny,2024-10-01,2024
11088,OSIEDLE OŚWIECENIA,50,2_LOK,57.55,3.0,1.0,759000,13189,13249,14557,13368,13249,14972,14863,5129,Dzielnica XV Mistrzejowice,"(50.09368514878861, 19.991291922713238)",wtorny,2025-09-26,2025
11089,REDUTA,9,9_LOK,58.65,3.0,2.0,662000,11287,12447,14789,14766,14380,13276,13752,4567,Dzielnica III Prądnik Czerwony,"(50.095332714811846, 19.97654356096517)",wtorny,2025-08-11,2025
11090,REDUTA,26E,31_LOK,194.08,6.0,5.0,2522000,12995,13990,14789,14766,14990,15221,14957,4862,Dzielnica III Prądnik Czerwony,"(50.09514554408293, 19.983544217206568)",wtorny,2025-03-07,2025
11091,OSIEDLE KALINOWE,15,58_LOK,47.06,3.0,5.0,550000,11687,11690,12907,13486,12600,13133,12843,6279,Dzielnica XVI Bieńczyce,"(50.09161527408213, 20.013896446447692)",wtorny,2025-09-19,2025
11092,OSIEDLE BOHATERÓW WRZEŚNIA,1J,2_LOK,39.47,2.0,2.0,580000,14695,15128,13009,13368,15128,12562,13035,6220,Dzielnica XV Mistrzejowice,"(50.09462939042969, 20.009800557718588)",wtorny,2024-02-06,2024
11093,DOBREGO PASTERZA,118D,M43_LOK,48.92,2.0,8.0,670000,13696,16518,15082,14766,16315,15496,14494,3990,Dzielnica III Prądnik Czerwony,"(50.08877958125461, 19.976331771973985)",wtorny,2025-05-15,2025
11094,STRZELCÓW,4a,65_LOK,73.89,4.0,11.0,950000,12857,12833,14850,14766,13899,14197,13790,4069,Dzielnica III Prądnik Czerwony,"(50.09056281866836, 19.974777662233944)",wtorny,2025-04-15,2025
11095,OSIEDLE BOHATERÓW WRZEŚNIA,8,22_LOK,38.34,3.0,3.0,488000,12728,12942,13009,13368,14342,14353,13799,6332,Dzielnica XV Mistrzejowice,"(50.09673104053025, 20.00932812794609)",wtorny,2024-01-05,2024
11096,OSIEDLE OŚWIECENIA,58,71_LOK,74.16,4.0,1.0,1219000,16437,15148,14557,13368,14321,15161,14830,5060,Dzielnica XV Mistrzejowice,"(50.094253747621465, 19.989104804418613)",wtorny,2026-02-06,2026
11097,MARIANA SŁONECKIEGO,9,12_LOK,79.62,3.0,4.0,1030000,12936,13546,14238,14766,13911,13761,13711,4137,Dzielnica III Prądnik Czerwony,"(50.090997193314244, 19.975468159642094)",wtorny,2026-01-07,2026
11098,MARCHOŁTA,28,8_LOK,31.7,1.0,3.0,527900,16653,15388,15063,14766,15388,14636,14775,4765,Dzielnica III Prądnik Czerwony,"(50.09242060187539, 19.9861080678164)",wtorny,2026-02-05,2026
11099,REDUTA,40D,22_LOK,74.73,5.0,4.0,1139632,15250,14202,14789,14766,14135,15056,14896,4928,Dzielnica III Prądnik Czerwony,"(50.095295708975414, 19.984689905930423)",pierwotny,2024-04-24,2024
11100,OSIEDLE KALINOWE,14,94_LOK,46.43,3.0,2.0,655000,14107,11960,12907,13486,11894,13124,12960,6321,Dzielnica XVI Bieńczyce,"(50.091867398516214, 20.01433172304869)",wtorny,2025-09-30,2025
11101,MARIANA SŁONECKIEGO,4,125_LOK,33.87,1.0,1.0,499000,14733,15110,14238,14766,15275,15052,13871,4136,Dzielnica III Prądnik Czerwony,"(50.09032803408074, 19.976686187063805)",wtorny,2025-12-19,2025
11102,OSIEDLE KAZIMIERZOWSKIE,31,50_LOK,35.75,3.0,3.0,505000,14126,12671,12784,13486,11833,13270,13064,6455,Dzielnica XVI Bieńczyce,"(50.08646166477331, 20.020962536334142)",wtorny,2025-02-27,2025
11103,OSIEDLE NA LOTNISKU,18,70_LOK,43.91,4.0,4.0,530000,12070,12998,13241,13486,13110,12726,12630,6181,Dzielnica XVI Bieńczyce,"(50.087045774512305, 20.01627377116754)",wtorny,2024-09-05,2024
11104,STANISŁAWA ZE SKALBMIERZA,10,10_33_LOK,40.54,3.0,1.0,540000,13320,13827,13468,14766,11811,13638,14503,3048,Dzielnica III Prądnik Czerwony,"(50.081891854510225, 19.968518298244017)",wtorny,2024-08-19,2024
11105,STANISŁAWA ZE SKALBMIERZA,10,10_44_LOK,35.6,3.0,5.0,480000,13483,13827,13468,14766,11811,13638,14503,3048,Dzielnica III Prądnik Czerwony,"(50.081891854510225, 19.968518298244017)",wtorny,2024-02-08,2024
11106,STAREGO DĘBU,34,16_LOK,48.94,3.0,2.0,610000,12464,13087,13258,14332,12884,13628,13725,6455,Dzielnica IV Prądnik Biały,"(50.10193190718154, 19.87345199638465)",wtorny,2025-01-03,2025
11107,STAREGO DĘBU,62,5_LOK,67.13,3.0,1.0,1100000,16386,15701,13258,14332,13813,13067,13235,6558,Dzielnica IV Prądnik Biały,"(50.10264272474253, 19.872528269109992)",wtorny,2025-07-21,2025
11108,STAREGO DĘBU,64,6_LOK,44.33,2.0,1.0,730000,16467,16654,13258,14332,13455,13056,13225,6528,Dzielnica IV Prądnik Biały,"(50.102565044806006, 19.87298051942948)",wtorny,2025-10-14,2025
11109,STAREGO DĘBU,12,5_LOK,51.13,2.0,2.0,550000,10757,11545,13258,14332,11545,14366,13872,6637,Dzielnica IV Prądnik Biały,"(50.101705996595086, 19.86968015159447)",wtorny,2025-10-27,2025
11110,STAREGO DĘBU,64,23_LOK,36.52,2.0,4.0,615000,16840,16654,13258,14332,13455,13056,13225,6528,Dzielnica IV Prądnik Biały,"(50.102565044806006, 19.87298051942948)",wtorny,2025-08-29,2025
11111,STAREGO DĘBU,66,11_LOK,61.47,3.0,2.0,693485,11282,10900,13258,14332,14055,13797,13873,6484,Dzielnica IV Prądnik Biały,"(50.102476815822776, 19.873699469723142)",pierwotny,2024-05-06,2024
11112,STAREGO DĘBU,66,3_LOK,42.64,2.0,1.0,448462,10517,10900,13258,14332,14055,13797,13873,6484,Dzielnica IV Prądnik Biały,"(50.102476815822776, 19.873699469723142)",pierwotny,2024-05-13,2024
11113,ZYGMUNTA GLOGERA,2,85_LOK,34.24,2.0,2.0,610000,17815,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-12-16,2025
11114,PLESZOWSKA,9,4_LOK,25.0,1.0,2.0,375000,15000,15397,14864,14332,15794,13494,13363,3526,Dzielnica IV Prądnik Biały,"(50.09375441756519, 19.93676367862841)",wtorny,2025-12-30,2025
11115,LUDWIKA PASTEURA,12,12_14_LOK,45.07,2.0,3.0,800000,17750,16611,16319,14332,16611,15130,15668,4052,Dzielnica IV Prądnik Biały,"(50.09832037221734, 19.933137900470097)",wtorny,2024-07-25,2024
11116,ZYGMUNTA GLOGERA,2,4_LOK,68.85,3.0,1.0,995000,14452,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-09-25,2025
11117,ZYGMUNTA GLOGERA,2,89_LOK,33.49,2.0,3.0,595000,17766,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-08-26,2025
11118,ZYGMUNTA GLOGERA,2,18_LOK,36.8,2.0,4.0,640000,17391,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-09-12,2025
11119,ZYGMUNTA GLOGERA,2,121_LOK,53.08,3.0,3.0,861000,16221,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-11-14,2025
11120,ZYGMUNTA GLOGERA,2,28_LOK,35.48,2.0,3.0,578695,16310,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-04-08,2025
11121,ZYGMUNTA GLOGERA,2,115_LOK,35.66,2.0,2.0,575000,16125,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-10-01,2025
11122,BIAŁOPRĄDNICKA,24C,20_LOK,73.35,4.0,1.0,905000,12338,13003,15029,14332,13636,14550,15071,3827,Dzielnica IV Prądnik Biały,"(50.09644663075332, 19.936214493653953)",wtorny,2025-05-13,2025
11123,ZYGMUNTA GLOGERA,2,69_LOK,44.95,2.0,4.0,728000,16196,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-11-05,2025
11124,ZYGMUNTA GLOGERA,2,24_LOK,35.53,2.0,2.0,618000,17394,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-05-05,2025
11125,ZYGMUNTA GLOGERA,2,99_LOK,68.47,4.0,1.0,1110077,16213,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-04-09,2025
11126,ZYGMUNTA GLOGERA,2,106_LOK,58.78,3.0,4.0,905000,15396,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2026-01-23,2026
11127,ZYGMUNTA GLOGERA,2,57_LOK,45.35,2.0,3.0,717000,15810,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-11-12,2025
11128,ZYGMUNTA GLOGERA,2,42_LOK,56.21,3.0,1.0,967066,17205,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-04-14,2025
11129,BIAŁOPRĄDNICKA,34,14_LOK,65.7,4.0,1.0,690000,10502,11779,15029,14332,14120,15599,15237,3914,Dzielnica IV Prądnik Biały,"(50.09713673744869, 19.934224373241282)",wtorny,2024-01-11,2024
11130,ZYGMUNTA GLOGERA,2,37_LOK,66.46,4.0,1.0,1045000,15724,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2026-01-29,2026
11131,ZYGMUNTA GLOGERA,2,76_LOK,61.59,4.0,4.0,975400,15837,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-06-12,2025
11132,LUDWIKA PASTEURA,24,24_1_LOK,39.09,2.0,1.0,730000,18675,17227,16319,14332,16167,14717,14365,4019,Dzielnica IV Prądnik Biały,"(50.098104218140335, 19.934578299554275)",wtorny,2025-01-03,2025
11133,ZYGMUNTA GLOGERA,2,93_LOK,65.74,4.0,4.0,1035000,15744,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-07-10,2025
11134,ZYGMUNTA GLOGERA,2,70_LOK,66.45,4.0,4.0,1081908,16282,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-04-11,2025
11135,LUDWIKA PASTEURA,20,1_LOK,73.4,4.0,1.0,990000,13488,15057,16319,14332,18675,14891,14615,4042,Dzielnica IV Prądnik Biały,"(50.0983430900466, 19.93515615581196)",wtorny,2024-01-09,2024
11136,ZYGMUNTA GLOGERA,2,22_LOK,35.52,2.0,1.0,629920,17734,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-04-10,2025
11137,LUDWIKA PASTEURA,20,7_LOK,71.22,3.0,2.0,1105000,15515,15057,16319,14332,18675,14891,14615,4042,Dzielnica IV Prądnik Biały,"(50.0983430900466, 19.93515615581196)",pierwotny,2025-08-27,2025
11138,ZYGMUNTA GLOGERA,2,94_LOK,33.44,2.0,4.0,575000,17195,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-07-25,2025
11139,ZYGMUNTA GLOGERA,2,103_LOK,58.87,3.0,3.0,914950,15542,16607,15791,14332,16607,17950,15456,4154,Dzielnica IV Prądnik Biały,"(50.0990660757558, 19.930941712573006)",pierwotny,2025-06-17,2025
11140,BIAŁOPRĄDNICKA,28D,4_LOK,64.53,3.0,1.0,1000000,15497,14933,15029,14332,15755,15133,14899,3934,Dzielnica IV Prądnik Biały,"(50.09741126139588, 19.93619837392433)",wtorny,2025-02-26,2025
11141,BIAŁOPRĄDNICKA,28E,88_LOK,43.64,3.0,3.0,780000,17874,17296,15029,14332,13933,14677,14567,3968,Dzielnica IV Prądnik Biały,"(50.09772823151374, 19.936723042606356)",wtorny,2025-06-16,2025
11142,BIAŁOPRĄDNICKA,28E,74_LOK,36.2,2.0,1.0,625000,17265,17296,15029,14332,13933,14677,14567,3968,Dzielnica IV Prądnik Biały,"(50.09772823151374, 19.936723042606356)",wtorny,2024-08-12,2024
11143,BIAŁOPRĄDNICKA,38,1001_LOK,31.58,1.0,2.0,550000,17416,15768,15029,14332,10502,15147,14909,3864,Dzielnica IV Prądnik Biały,"(50.096660993057704, 19.933756442319087)",wtorny,2025-05-15,2025
11144,HENRYKA PACHOŃSKIEGO,6,170_LOK,45.5,4.0,,612000,13451,13222,14189,14332,14452,13313,13755,3685,Dzielnica IV Prądnik Biały,"(50.09415280702416, 19.92609776899845)",wtorny,2025-04-01,2025
11145,WINCENTEGO DANKA,"7, 9",1104_LOK,37.27,,4.0,630000,16904,17082,15621,14332,11084,12482,13762,3629,Dzielnica IV Prądnik Biały,"(50.093657635187114, 19.92625356610362)",wtorny,2024-09-18,2024
11146,ZYGMUNTA GLOGERA,7,33_LOK,35.43,2.0,4.0,579084,16344,15257,15791,14332,14636,15370,15563,4242,Dzielnica IV Prądnik Biały,"(50.099239802199804, 19.92565671823287)",pierwotny,2025-05-26,2025
11147,ZYGMUNTA GLOGERA,9,2_LOK,39.33,2.0,1.0,632700,16087,16072,15791,14332,13527,15752,15871,4224,Dzielnica IV Prądnik Biały,"(50.0991728674992, 19.926352449029697)",pierwotny,2025-08-19,2025
11148,WINCENTEGO DANKA,8,75_LOK,61.03,3.0,4.0,890000,14583,14499,15621,14332,12373,12386,13931,3566,Dzielnica IV Prądnik Biały,"(50.09328785783288, 19.927588668226928)",wtorny,2025-07-07,2025
11149,PIASZCZYSTA,12,2_LOK,38.2,3.0,2.0,430000,11257,12282,13593,14332,16149,16173,15480,4173,Dzielnica IV Prądnik Biały,"(50.09866534892587, 19.92606878907318)",wtorny,2024-09-07,2024
